alpha_1,alpha_2,lambda_1,lambda_2,dataset,noise_model,noise_level,coverage,width,score
1e-06,1e-05,1e-06,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.4370421618747407,1.7185210809373703
1e-06,1e-05,1e-06,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.8077135443981127,0.9038567721990564
1e-06,1e-05,1e-06,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.0827106336421997,1.0413553168210998
1e-06,1e-05,1e-06,1e-06,LennardJones,homoskedastic,0.01,1.0,2.033466845419053,1.0167334227095266
1e-06,1e-05,1e-06,1e-06,LennardJones,homoskedastic,0.02,1.0,2.050964182458933,1.0254820912294664
1e-06,1e-05,1e-06,1e-06,LennardJones,homoskedastic,0.05,1.0,2.016806572564683,1.0084032862823415
1e-06,1e-05,1e-06,1e-06,LennardJones,homoskedastic,0.1,1.0,2.094235189025654,1.047117594512827
1e-06,1e-05,1e-06,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.0381776546029604,1.0190888273014802
1e-06,1e-05,1e-06,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9632606822335366,0.9816303411167683
1e-06,1e-05,1e-06,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.0289843686575852,1.0144921843287926
1e-06,1e-05,1e-06,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.132419588485303,1.0662097942426516
1e-06,1e-05,1e-06,1e-06,Shomate,homoskedastic,0.01,1.0,1.598647383216377,0.7993236916081885
1e-06,1e-05,1e-06,1e-06,Shomate,homoskedastic,0.02,1.0,2.060226961926082,1.030113480963041
1e-06,1e-05,1e-06,1e-06,Shomate,homoskedastic,0.05,1.0,1.7630214546263856,0.8815107273131928
1e-06,1e-05,1e-06,1e-06,Shomate,homoskedastic,0.1,1.0,2.158090758709884,1.079045379354942
1e-06,1e-05,1e-06,1e-06,Shomate,heteroskedastic,0.01,1.0,1.2928704943395568,0.6464352471697784
1e-06,1e-05,1e-06,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8818542854230214,0.4409271427115107
1e-06,1e-05,1e-06,1e-06,Shomate,heteroskedastic,0.05,1.0,0.8864459043701441,0.44322295218507207
1e-06,1e-05,1e-06,1e-06,Shomate,heteroskedastic,0.1,1.0,1.1944904840201065,0.5972452420100532
1e-06,1e-05,1e-06,1e-05,Line,homoskedastic,0.01,1.0,3.1259293339371017,1.5629646669685509
1e-06,1e-05,1e-06,1e-05,Line,homoskedastic,0.02,1.0,3.141292544606495,1.5706462723032475
1e-06,1e-05,1e-06,1e-05,Line,homoskedastic,0.05,1.0,3.129660420237982,1.564830210118991
1e-06,1e-05,1e-06,1e-05,Line,homoskedastic,0.1,1.0,3.105953899856257,1.5529769499281285
1e-06,1e-05,1e-06,1e-05,Line,heteroskedastic,0.01,1.0,3.1395106006067754,1.5697553003033877
1e-06,1e-05,1e-06,1e-05,Line,heteroskedastic,0.02,1.0,3.1554695481325217,1.5777347740662608
1e-06,1e-05,1e-06,1e-05,Line,heteroskedastic,0.05,1.0,3.1160699626036794,1.5580349813018397
1e-06,1e-05,1e-06,1e-05,Line,heteroskedastic,0.1,1.0,3.0651383548048527,1.5325691774024264
1e-06,1e-05,1e-06,1e-05,Polynomial,homoskedastic,0.01,1.0,3.6594476004136434,1.8297238002068217
1e-06,1e-05,1e-06,1e-05,Polynomial,homoskedastic,0.02,1.0,3.4590712466272935,1.7295356233136467
1e-06,1e-05,1e-06,1e-05,Polynomial,homoskedastic,0.05,1.0,3.322845475611764,1.661422737805882
1e-06,1e-05,1e-06,1e-05,Polynomial,homoskedastic,0.1,1.0,2.506904188728253,1.2534520943641265
1e-06,1e-05,1e-06,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.545864516504991,1.7729322582524956
1e-06,1e-05,1e-06,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4370569252295664,1.7185284626147832
1e-06,1e-05,1e-06,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8077476941589017,0.9038738470794508
1e-06,1e-05,1e-06,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.0828318820020986,1.0414159410010493
1e-06,1e-05,1e-06,1e-05,LennardJones,homoskedastic,0.01,1.0,2.033500869685962,1.016750434842981
1e-06,1e-05,1e-06,1e-05,LennardJones,homoskedastic,0.02,1.0,2.0509979339256432,1.0254989669628216
1e-06,1e-05,1e-06,1e-05,LennardJones,homoskedastic,0.05,1.0,2.016840984666397,1.0084204923331985
1e-06,1e-05,1e-06,1e-05,LennardJones,homoskedastic,0.1,1.0,2.094268807861933,1.0471344039309665
1e-06,1e-05,1e-06,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.038211628351678,1.019105814175839
1e-06,1e-05,1e-06,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.963296094896002,0.981648047448001
1e-06,1e-05,1e-06,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.0290195713746004,1.0145097856873002
1e-06,1e-05,1e-06,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.132458114939821,1.0662290574699105
1e-06,1e-05,1e-06,1e-05,Shomate,homoskedastic,0.01,1.0,1.5986793702691293,0.7993396851345647
1e-06,1e-05,1e-06,1e-05,Shomate,homoskedastic,0.02,1.0,2.06025168597118,1.03012584298559
1e-06,1e-05,1e-06,1e-05,Shomate,homoskedastic,0.05,1.0,1.7630719595685809,0.8815359797842904
1e-06,1e-05,1e-06,1e-05,Shomate,homoskedastic,0.1,1.0,2.1581501397056146,1.0790750698528073
1e-06,1e-05,1e-06,1e-05,Shomate,heteroskedastic,0.01,1.0,1.2929167632262226,0.6464583816131113
1e-06,1e-05,1e-06,1e-05,Shomate,heteroskedastic,0.02,1.0,0.8819275924835019,0.44096379624175097
1e-06,1e-05,1e-06,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865581559551713,0.44327907797758564
1e-06,1e-05,1e-06,1e-05,Shomate,heteroskedastic,0.1,1.0,1.1945759069395845,0.5972879534697922
1e-06,1e-05,1e-05,1e-07,Line,homoskedastic,0.01,1.0,3.1258525365954384,1.5629262682977192
1e-06,1e-05,1e-05,1e-07,Line,homoskedastic,0.02,1.0,3.1412158468927003,1.5706079234463501
1e-06,1e-05,1e-05,1e-07,Line,homoskedastic,0.05,1.0,3.129583644347883,1.5647918221739414
1e-06,1e-05,1e-05,1e-07,Line,homoskedastic,0.1,1.0,3.105876956770583,1.5529384783852915
1e-06,1e-05,1e-05,1e-07,Line,heteroskedastic,0.01,1.0,3.1394338911254405,1.5697169455627202
1e-06,1e-05,1e-05,1e-07,Line,heteroskedastic,0.02,1.0,3.1553929379553773,1.5776964689776887
1e-06,1e-05,1e-05,1e-07,Line,heteroskedastic,0.05,1.0,3.115993084180368,1.557996542090184
1e-06,1e-05,1e-05,1e-07,Line,heteroskedastic,0.1,1.0,3.0650610721909435,1.5325305360954717
1e-06,1e-05,1e-05,1e-07,Polynomial,homoskedastic,0.01,1.0,3.6594225739137083,1.8297112869568541
1e-06,1e-05,1e-05,1e-07,Polynomial,homoskedastic,0.02,1.0,3.459045524749504,1.729522762374752
1e-06,1e-05,1e-05,1e-07,Polynomial,homoskedastic,0.05,1.0,3.3228143294711026,1.6614071647355513
1e-06,1e-05,1e-05,1e-07,Polynomial,homoskedastic,0.1,1.0,2.5068312853961907,1.2534156426980954
1e-06,1e-05,1e-05,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.5458389217447186,1.7729194608723593
1e-06,1e-05,1e-05,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.437029343210875,1.7185146716054376
1e-06,1e-05,1e-05,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8077028875948669,0.9038514437974334
1e-06,1e-05,1e-05,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.082664845906884,1.041332422953442
1e-06,1e-05,1e-05,1e-07,LennardJones,homoskedastic,0.01,1.0,2.0334542874602937,1.0167271437301468
1e-06,1e-05,1e-05,1e-07,LennardJones,homoskedastic,0.02,1.0,2.050951568650411,1.0254757843252056
1e-06,1e-05,1e-05,1e-07,LennardJones,homoskedastic,0.05,1.0,2.0167940250759995,1.0083970125379997
1e-06,1e-05,1e-05,1e-07,LennardJones,homoskedastic,0.1,1.0,2.0942222482097823,1.0471111241048912
1e-06,1e-05,1e-05,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.038165073504228,1.019082536752114
1e-06,1e-05,1e-05,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.9632482628021524,0.9816241314010762
1e-06,1e-05,1e-05,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.028971446101108,1.014485723050554
1e-06,1e-05,1e-05,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.1324044954519157,1.0662022477259578
1e-06,1e-05,1e-05,1e-07,Shomate,homoskedastic,0.01,1.0,1.5986390676674396,0.7993195338337198
1e-06,1e-05,1e-05,1e-07,Shomate,homoskedastic,0.02,1.0,2.0602179366435887,1.0301089683217943
1e-06,1e-05,1e-05,1e-07,Shomate,homoskedastic,0.05,1.0,1.7630071846636033,0.8815035923318016
1e-06,1e-05,1e-05,1e-07,Shomate,homoskedastic,0.1,1.0,2.1580691265270016,1.0790345632635008
1e-06,1e-05,1e-05,1e-07,Shomate,heteroskedastic,0.01,1.0,1.2928611807601116,0.6464305903800558
1e-06,1e-05,1e-05,1e-07,Shomate,heteroskedastic,0.02,1.0,0.8818438293593922,0.4409219146796961
1e-06,1e-05,1e-05,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864309600720685,0.4432154800360342
1e-06,1e-05,1e-05,1e-07,Shomate,heteroskedastic,0.1,1.0,1.1944768689043495,0.5972384344521747
1e-06,1e-05,1e-05,1e-06,Line,homoskedastic,0.01,1.0,3.125856960679761,1.5629284803398804
1e-06,1e-05,1e-05,1e-06,Line,homoskedastic,0.02,1.0,3.1412202493682724,1.5706101246841362
1e-06,1e-05,1e-05,1e-06,Line,homoskedastic,0.05,1.0,3.129588063714185,1.5647940318570925
1e-06,1e-05,1e-05,1e-06,Line,homoskedastic,0.1,1.0,3.1058814113265556,1.5529407056632778
1e-06,1e-05,1e-05,1e-06,Line,heteroskedastic,0.01,1.0,3.13943829613867,1.569719148069335
1e-06,1e-05,1e-05,1e-06,Line,heteroskedastic,0.02,1.0,3.1553973211198163,1.5776986605599082
1e-06,1e-05,1e-05,1e-06,Line,heteroskedastic,0.05,1.0,3.115997525098669,1.5579987625493346
1e-06,1e-05,1e-05,1e-06,Line,heteroskedastic,0.1,1.0,3.0650655962784104,1.5325327981392052
1e-06,1e-05,1e-05,1e-06,Polynomial,homoskedastic,0.01,1.0,3.659423843336704,1.829711921668352
1e-06,1e-05,1e-05,1e-06,Polynomial,homoskedastic,0.02,1.0,3.4590468940103136,1.7295234470051568
1e-06,1e-05,1e-05,1e-06,Polynomial,homoskedastic,0.05,1.0,3.3228160426399573,1.6614080213199787
1e-06,1e-05,1e-05,1e-06,Polynomial,homoskedastic,0.1,1.0,2.506836124620424,1.253418062310212
1e-06,1e-05,1e-05,1e-06,Polynomial,heteroskedastic,0.01,1.0,3.545840256056114,1.772920128028057
1e-06,1e-05,1e-05,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.4370308195489843,1.7185154097744921
1e-06,1e-05,1e-05,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.8077063026181877,0.9038531513090938
1e-06,1e-05,1e-05,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.0826769697565193,1.0413384848782596
1e-06,1e-05,1e-05,1e-06,LennardJones,homoskedastic,0.01,1.0,2.0334576899030896,1.0167288449515448
1e-06,1e-05,1e-05,1e-06,LennardJones,homoskedastic,0.02,1.0,2.0509549438126244,1.0254774719063122
1e-06,1e-05,1e-05,1e-06,LennardJones,homoskedastic,0.05,1.0,2.016797466303625,1.0083987331518125
1e-06,1e-05,1e-05,1e-06,LennardJones,homoskedastic,0.1,1.0,2.094225610110898,1.047112805055449
1e-06,1e-05,1e-05,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.038168470895198,1.019084235447599
1e-06,1e-05,1e-05,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9632518040886184,0.9816259020443092
1e-06,1e-05,1e-05,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.028974966396414,1.014487483198207
1e-06,1e-05,1e-05,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.1324083481529765,1.0662041740764883
1e-06,1e-05,1e-05,1e-06,Shomate,homoskedastic,0.01,1.0,1.598642266403584,0.799321133201792
1e-06,1e-05,1e-05,1e-06,Shomate,homoskedastic,0.02,1.0,2.060220409063825,1.0301102045319126
1e-06,1e-05,1e-05,1e-06,Shomate,homoskedastic,0.05,1.0,1.7630122354574036,0.8815061177287018
1e-06,1e-05,1e-05,1e-06,Shomate,homoskedastic,0.1,1.0,2.158075065367474,1.079037532683737
1e-06,1e-05,1e-05,1e-06,Shomate,heteroskedastic,0.01,1.0,1.2928658078165844,0.6464329039082922
1e-06,1e-05,1e-05,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8818511605402559,0.44092558027012796
1e-06,1e-05,1e-05,1e-06,Shomate,heteroskedastic,0.05,1.0,0.8864421864267361,0.44322109321336806
1e-06,1e-05,1e-05,1e-06,Shomate,heteroskedastic,0.1,1.0,1.1944854117875816,0.5972427058937908
1e-06,1e-05,1e-05,1e-05,Line,homoskedastic,0.01,1.0,3.125901201178604,1.562950600589302
1e-06,1e-05,1e-05,1e-05,Line,homoskedastic,0.02,1.0,3.1412642737846195,1.5706321368923097
1e-06,1e-05,1e-05,1e-05,Line,homoskedastic,0.05,1.0,3.129632257033789,1.5648161285168944
1e-06,1e-05,1e-05,1e-05,Line,homoskedastic,0.1,1.0,3.105925956534252,1.552962978267126
1e-06,1e-05,1e-05,1e-05,Line,heteroskedastic,0.01,1.0,3.1394823459310057,1.5697411729655029
1e-06,1e-05,1e-05,1e-05,Line,heteroskedastic,0.02,1.0,3.155441152429169,1.5777205762145845
1e-06,1e-05,1e-05,1e-05,Line,heteroskedastic,0.05,1.0,3.116041933932682,1.558020966966341
1e-06,1e-05,1e-05,1e-05,Line,heteroskedastic,0.1,1.0,3.0651108367818027,1.5325554183909014
1e-06,1e-05,1e-05,1e-05,Polynomial,homoskedastic,0.01,1.0,3.6594365375597553,1.8297182687798776
1e-06,1e-05,1e-05,1e-05,Polynomial,homoskedastic,0.02,1.0,3.45906058659208,1.72953029329604
1e-06,1e-05,1e-05,1e-05,Polynomial,homoskedastic,0.05,1.0,3.3228331742413912,1.6614165871206956
1e-06,1e-05,1e-05,1e-05,Polynomial,homoskedastic,0.1,1.0,2.5068845151811163,1.2534422575905582
1e-06,1e-05,1e-05,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.545853599142519,1.7729267995712594
1e-06,1e-05,1e-05,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4370455828738598,1.7185227914369299
1e-06,1e-05,1e-05,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.807740452311852,0.903870226155926
1e-06,1e-05,1e-05,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.082798212304935,1.0413991061524674
1e-06,1e-05,1e-05,1e-05,LennardJones,homoskedastic,0.01,1.0,2.0334917140171656,1.0167458570085828
1e-06,1e-05,1e-05,1e-05,LennardJones,homoskedastic,0.02,1.0,2.0509886951279497,1.0254943475639748
1e-06,1e-05,1e-05,1e-05,LennardJones,homoskedastic,0.05,1.0,2.016831878252163,1.0084159391260814
1e-06,1e-05,1e-05,1e-05,LennardJones,homoskedastic,0.1,1.0,2.0942592288039275,1.0471296144019637
1e-06,1e-05,1e-05,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.0382024444916707,1.0191012222458353
1e-06,1e-05,1e-05,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.963287216594261,0.9816436082971305
1e-06,1e-05,1e-05,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.0290101689702884,1.0145050844851442
1e-06,1e-05,1e-05,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.132446874531287,1.0662234372656434
1e-06,1e-05,1e-05,1e-05,Shomate,homoskedastic,0.01,1.0,1.5986742533606138,0.7993371266803069
1e-06,1e-05,1e-05,1e-05,Shomate,homoskedastic,0.02,1.0,2.0602451330511156,1.0301225665255578
1e-06,1e-05,1e-05,1e-05,Shomate,homoskedastic,0.05,1.0,1.7630627406943344,0.8815313703471672
1e-06,1e-05,1e-05,1e-05,Shomate,homoskedastic,0.1,1.0,2.1581344476807773,1.0790672238403887
1e-06,1e-05,1e-05,1e-05,Shomate,heteroskedastic,0.01,1.0,1.29291207666948,0.64645603833474
1e-06,1e-05,1e-05,1e-05,Shomate,heteroskedastic,0.02,1.0,0.8819244674290257,0.4409622337145129
1e-06,1e-05,1e-05,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865544376592084,0.4432772188296042
1e-06,1e-05,1e-05,1e-05,Shomate,heteroskedastic,0.1,1.0,1.1945708344962134,0.5972854172481067
1e-05,1e-07,1e-07,1e-07,Line,homoskedastic,0.01,1.0,3.1258826689132784,1.5629413344566392
1e-05,1e-07,1e-07,1e-07,Line,homoskedastic,0.02,1.0,3.141246139677353,1.5706230698386765
1e-05,1e-07,1e-07,1e-07,Line,homoskedastic,0.05,1.0,3.129613838534307,1.5648069192671534
1e-05,1e-07,1e-07,1e-07,Line,homoskedastic,0.1,1.0,3.105906917933163,1.5529534589665814
1e-05,1e-07,1e-07,1e-07,Line,heteroskedastic,0.01,1.0,3.139464195271326,1.569732097635663
1e-05,1e-07,1e-07,1e-07,Line,heteroskedastic,0.02,1.0,3.1554233922489803,1.5777116961244901
1e-05,1e-07,1e-07,1e-07,Line,heteroskedastic,0.05,1.0,3.116023130468903,1.5580115652344515
1e-05,1e-07,1e-07,1e-07,Line,heteroskedastic,0.1,1.0,3.065090536890786,1.532545268445393
1e-05,1e-07,1e-07,1e-07,Polynomial,homoskedastic,0.01,1.0,3.660732567722788,1.830366283861394
1e-05,1e-07,1e-07,1e-07,Polynomial,homoskedastic,0.02,1.0,3.460137332267391,1.7300686661336955
1e-05,1e-07,1e-07,1e-07,Polynomial,homoskedastic,0.05,1.0,3.3241514026490973,1.6620757013245486
1e-05,1e-07,1e-07,1e-07,Polynomial,homoskedastic,0.1,1.0,2.508361111986338,1.254180555993169
1e-05,1e-07,1e-07,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.5475622783790186,1.7737811391895093
1e-05,1e-07,1e-07,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.438225692507946,1.719112846253973
1e-05,1e-07,1e-07,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8078798284435051,0.9039399142217526
1e-05,1e-07,1e-07,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.0835679123901483,1.0417839561950741
1e-05,1e-07,1e-07,1e-07,LennardJones,homoskedastic,0.01,1.0,2.03373569727427,1.016867848637135
1e-05,1e-07,1e-07,1e-07,LennardJones,homoskedastic,0.02,1.0,2.0512608672567896,1.0256304336283948
1e-05,1e-07,1e-07,1e-07,LennardJones,homoskedastic,0.05,1.0,2.017079246767497,1.0085396233837485
1e-05,1e-07,1e-07,1e-07,LennardJones,homoskedastic,0.1,1.0,2.0945445041175743,1.0472722520587872
1e-05,1e-07,1e-07,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.038417713475686,1.019208856737843
1e-05,1e-07,1e-07,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.9635560260579283,0.9817780130289642
1e-05,1e-07,1e-07,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.0292386479520244,1.0146193239760122
1e-05,1e-07,1e-07,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.1327896569954308,1.0663948284977154
1e-05,1e-07,1e-07,1e-07,Shomate,homoskedastic,0.01,1.0,1.6015225873326309,0.8007612936663154
1e-05,1e-07,1e-07,1e-07,Shomate,homoskedastic,0.02,1.0,2.061135480809707,1.0305677404048534
1e-05,1e-07,1e-07,1e-07,Shomate,homoskedastic,0.05,1.0,1.7641493470249487,0.8820746735124744
1e-05,1e-07,1e-07,1e-07,Shomate,homoskedastic,0.1,1.0,2.159556107109788,1.079778053554894
1e-05,1e-07,1e-07,1e-07,Shomate,heteroskedastic,0.01,1.0,1.2938342221031656,0.6469171110515828
1e-05,1e-07,1e-07,1e-07,Shomate,heteroskedastic,0.02,1.0,0.8817839414314881,0.44089197071574404
1e-05,1e-07,1e-07,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864237283668789,0.44321186418343944
1e-05,1e-07,1e-07,1e-07,Shomate,heteroskedastic,0.1,1.0,1.1944774825488413,0.5972387412744207
1e-05,1e-07,1e-07,1e-06,Line,homoskedastic,0.01,1.0,3.125887093041191,1.5629435465205954
1e-05,1e-07,1e-07,1e-06,Line,homoskedastic,0.02,1.0,3.141250542196258,1.570625271098129
1e-05,1e-07,1e-07,1e-06,Line,homoskedastic,0.05,1.0,3.1296182579438736,1.5648091289719368
1e-05,1e-07,1e-07,1e-06,Line,homoskedastic,0.1,1.0,3.105911372532567,1.5529556862662834
1e-05,1e-07,1e-07,1e-06,Line,heteroskedastic,0.01,1.0,3.1394686003276213,1.5697343001638107
1e-05,1e-07,1e-07,1e-06,Line,heteroskedastic,0.02,1.0,3.1554277754563578,1.5777138877281789
1e-05,1e-07,1e-07,1e-06,Line,heteroskedastic,0.05,1.0,3.11602757143061,1.558013785715305
1e-05,1e-07,1e-07,1e-06,Line,heteroskedastic,0.1,1.0,3.0650950610223995,1.5325475305111997
1e-05,1e-07,1e-07,1e-06,Polynomial,homoskedastic,0.01,1.0,3.66073383557677,1.830366917788385
1e-05,1e-07,1e-07,1e-06,Polynomial,homoskedastic,0.02,1.0,3.4601387000149426,1.7300693500074713
1e-05,1e-07,1e-07,1e-06,Polynomial,homoskedastic,0.05,1.0,3.3241531133877205,1.6620765566938602
1e-05,1e-07,1e-07,1e-06,Polynomial,homoskedastic,0.1,1.0,2.508365943745185,1.2541829718725925
1e-05,1e-07,1e-07,1e-06,Polynomial,heteroskedastic,0.01,1.0,3.5475636104426203,1.7737818052213101
1e-05,1e-07,1e-07,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.43822716702649,1.719113583513245
1e-05,1e-07,1e-07,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.8078832428953124,0.9039416214476562
1e-05,1e-07,1e-07,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.083580056932091,1.0417900284660455
1e-05,1e-07,1e-07,1e-06,LennardJones,homoskedastic,0.01,1.0,2.033739097717893,1.0168695488589465
1e-05,1e-07,1e-07,1e-06,LennardJones,homoskedastic,0.02,1.0,2.051264240264807,1.0256321201324035
1e-05,1e-07,1e-07,1e-06,LennardJones,homoskedastic,0.05,1.0,2.0170826859469924,1.0085413429734962
1e-05,1e-07,1e-07,1e-06,LennardJones,homoskedastic,0.1,1.0,2.094547863794013,1.0472739318970066
1e-05,1e-07,1e-07,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.0384211091260473,1.0192105545630237
1e-05,1e-07,1e-07,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.96355956492349,0.981779782461745
1e-05,1e-07,1e-07,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.0292421662754707,1.0146210831377354
1e-05,1e-07,1e-07,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.1327935068361756,1.0663967534180878
1e-05,1e-07,1e-07,1e-06,Shomate,homoskedastic,0.01,1.0,1.601525788347006,0.800762894173503
1e-05,1e-07,1e-07,1e-06,Shomate,homoskedastic,0.02,1.0,2.0611379492475734,1.0305689746237867
1e-05,1e-07,1e-07,1e-06,Shomate,homoskedastic,0.05,1.0,1.7641543842276453,0.8820771921138226
1e-05,1e-07,1e-07,1e-06,Shomate,homoskedastic,0.1,1.0,2.15956202218627,1.079781011093135
1e-05,1e-07,1e-07,1e-06,Shomate,heteroskedastic,0.01,1.0,1.293838834374899,0.6469194171874495
1e-05,1e-07,1e-07,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8817912708915059,0.44089563544575294
1e-05,1e-07,1e-07,1e-06,Shomate,heteroskedastic,0.05,1.0,0.886434954403301,0.4432174772016505
1e-05,1e-07,1e-07,1e-06,Shomate,heteroskedastic,0.1,1.0,1.194486025305154,0.597243012652577
1e-05,1e-07,1e-07,1e-05,Line,homoskedastic,0.01,1.0,3.125931333975925,1.5629656669879626
1e-05,1e-07,1e-07,1e-05,Line,homoskedastic,0.02,1.0,3.1412945670459305,1.5706472835229652
1e-05,1e-07,1e-07,1e-05,Line,homoskedastic,0.05,1.0,3.129662451696123,1.5648312258480614
1e-05,1e-07,1e-07,1e-05,Line,homoskedastic,0.1,1.0,3.1059559181745717,1.5529779590872859
1e-05,1e-07,1e-07,1e-05,Line,heteroskedastic,0.01,1.0,3.139512650550616,1.569756325275308
1e-05,1e-07,1e-07,1e-05,Line,heteroskedastic,0.02,1.0,3.155471607195099,1.5777358035975495
1e-05,1e-07,1e-07,1e-05,Line,heteroskedastic,0.05,1.0,3.1160719806986727,1.5580359903493364
1e-05,1e-07,1e-07,1e-05,Line,heteroskedastic,0.1,1.0,3.0651403019672534,1.5325701509836267
1e-05,1e-07,1e-07,1e-05,Polynomial,homoskedastic,0.01,1.0,3.660746514090483,1.8303732570452416
1e-05,1e-07,1e-07,1e-05,Polynomial,homoskedastic,0.02,1.0,3.4601523774565557,1.7300761887282778
1e-05,1e-07,1e-07,1e-05,Polynomial,homoskedastic,0.05,1.0,3.3241702206807293,1.6620851103403647
1e-05,1e-07,1e-07,1e-05,Polynomial,homoskedastic,0.1,1.0,2.508414259658029,1.2542071298290145
1e-05,1e-07,1e-07,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.5475769310511978,1.7737884655255989
1e-05,1e-07,1e-07,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4382419121648864,1.7191209560824432
1e-05,1e-07,1e-07,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8079173868769614,0.9039586934384807
1e-05,1e-07,1e-07,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.083701506426604,1.041850753213302
1e-05,1e-07,1e-07,1e-05,LennardJones,homoskedastic,0.01,1.0,2.033773101841289,1.0168865509206444
1e-05,1e-07,1e-07,1e-05,LennardJones,homoskedastic,0.02,1.0,2.0512979700393013,1.0256489850196506
1e-05,1e-07,1e-07,1e-05,LennardJones,homoskedastic,0.05,1.0,2.0171170774151985,1.0085585387075993
1e-05,1e-07,1e-07,1e-05,LennardJones,homoskedastic,0.1,1.0,2.0945814602413373,1.0472907301206686
1e-05,1e-07,1e-07,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.0384550653172533,1.0192275326586266
1e-05,1e-07,1e-07,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9635949532214767,0.9817974766107384
1e-05,1e-07,1e-07,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.029277349131807,1.0146386745659035
1e-05,1e-07,1e-07,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.1328320046132148,1.0664160023066074
1e-05,1e-07,1e-07,1e-05,Shomate,homoskedastic,0.01,1.0,1.6015577981405513,0.8007788990702757
1e-05,1e-07,1e-07,1e-05,Shomate,homoskedastic,0.02,1.0,2.0611626334149378,1.0305813167074689
